Exposure,LicAge,VehAge,Gender,MariStat,SocioCateg,VehUsage,DrivAge,HasKmLimit,BonusMalus,VehBody,VehPrice,VehEngine,VehEnergy,VehMaxSpeed,VehClass,RiskVar,Garage
0.388,220,8,Male,Other,CSP55,Private+trip to office,36,0,50,microvan,N,injection overpowered,diesel,3,H,15,None
0.677,337,1,Male,Other,CSP50,Professional,47,0,50,sedan,K,injection,regular,6,B,15,Collective garage
0.583,55,2,Female,Other,CSP50,Professional,24,0,80,sedan,G,direct injection overpowered,diesel,4,B,17,None
0.74,384,4,Female,Other,CSP50,Private+trip to office,52,0,50,sedan,L,injection,regular,8,M2,17,None
0.75,302,4,Male,Other,CSP50,Private+trip to office,43,0,50,microvan,N,direct injection overpowered,diesel,3,H,16,Private garage
0.404,384,1,Male,Other,CSP46,Professional,51,0,80,cabriolet,F,injection overpowered,regular,1,A,2,None
0.841,582,5,Female,Other,CSP60,Private,84,1,75,sedan,G,injection,regular,4,B,17,None
0.75,92,6,Female,Alone,CSP26,Private+trip to office,25,0,90,sedan,D,injection,regular,2,A,15,None
0.517,270,2,Female,Other,CSP50,Private+trip to office,42,0,60,other microvan,J,injection,regular,6,M1,15,None
0.333,510,6,Female,Other,CSP50,Private+trip to office,60,1,68,sedan,E,injection,regular,3,B,20,Collective garage
0.661,188,1,Male,Alone,CSP50,Private,35,0,100,cabriolet,M,injection,regular,8,M1,10,Private garage
0.509,363,3,Male,Other,CSP50,Private+trip to office,50,0,50,sedan,N,direct injection overpowered,diesel,8,M2,17,None
0.792,547,2,Female,Other,CSP60,Private,79,0,50,sedan,F,injection,regular,3,B,7,None
0.749,509,5,Male,Other,CSP50,Private+trip to office,62,0,61,coupe,M,injection,regular,8,M2,9,Collective garage
0.769,167,2,Female,Alone,CSP50,Private+trip to office,32,0,63,cabriolet,K,carburation,regular,3,M1,7,None
0.106,133,6,Female,Alone,CSP50,Private+trip to office,39,1,95,sedan,G,injection,diesel,4,B,17,None
0.039,321,8,Female,Other,CSP50,Private,50,0,50,sedan,K,direct injection overpowered,diesel,5,M1,15,None
1.0,286,0,Male,Other,CSP50,Professional,53,0,62,sedan,K,direct injection overpowered,diesel,6,M1,13,None
0.176,2,0,Female,Other,CSP50,Private+trip to office,24,0,100,sedan,G,injection,regular,4,B,17,None
0.479,414,8,Male,Other,CSP60,Private,63,0,58,sedan,G,injection,regular,3,B,20,Collective garage
0.433,276,2,Male,Other,CSP50,Professional,41,0,50,sedan,O,direct injection overpowered,diesel,8,H,17,Private garage
0.564,164,5,Male,Alone,CSP26,Private+trip to office,33,0,64,sedan,G,injection,diesel,3,B,18,None
0.166,282,6,Female,Other,CSP60,Private,66,0,85,sedan,F,injection,regular,3,B,17,None
1.0,458,8,Male,Other,CSP50,Professional,56,0,50,station wagon,Q,injection,diesel,6,H,18,Collective garage
0.341,464,3,Male,Other,CSP50,Private+trip to office,60,0,50,station wagon,I,direct injection overpowered,diesel,3,M1,15,None
0.749,88,4,Female,Alone,CSP26,Private+trip to office,25,0,72,sedan,L,direct injection overpowered,diesel,7,M1,17,Private garage
0.728,104,1,Male,Alone,CSP50,Professional run,28,0,100,sedan,M,direct injection overpowered,diesel,7,M1,17,None
0.333,99,2,Male,Other,CSP55,Private,26,1,76,cabriolet,I,injection,regular,7,B,18,None
1.0,228,1,Male,Other,CSP50,Professional,37,0,50,other microvan,O,direct injection overpowered,diesel,5,H,16,Private garage
0.326,402,3,Male,Other,CSP1,Professional,52,0,50,sport utility vehicle,M,injection,regular,4,H,15,Collective garage
0.666,126,1,Male,Alone,CSP50,Private+trip to office,29,0,85,sport utility vehicle,Q,direct injection overpowered,diesel,6,H,17,Collective garage
0.575,610,3,Male,Other,CSP42,Professional,75,0,50,van,L,direct injection overpowered,diesel,3,0,17,None
0.669,275,2,Male,Other,CSP50,Private+trip to office,41,0,50,sedan,Q,injection overpowered,regular,9,H,16,Private garage
0.249,341,1,Male,Other,CSP48,Private,46,1,62,sedan,K,injection,regular,5,M1,8,None
0.916,292,2,Male,Alone,CSP1,Professional,43,0,85,sport utility vehicle,U,injection,regular,8,H,2,Collective garage
0.916,366,3,Male,Other,CSP49,Professional,55,0,50,sport utility vehicle,L,injection,regular,4,H,17,None
0.252,318,5,Female,Other,CSP50,Private+trip to office,45,0,50,sport utility vehicle,P,injection,regular,5,H,11,Private garage
0.806,157,8,Male,Other,CSP50,Professional,40,0,68,sport utility vehicle,R,injection overpowered,diesel,4,H,17,Collective garage
0.419,665,1,Male,Other,CSP60,Private,75,0,50,sedan,J,injection,regular,6,B,12,Collective garage
0.833,149,3,Male,Alone,CSP50,Professional,32,0,90,coupe,S,injection,regular,9,H,7,Collective garage
0.416,299,3,Male,Other,CSP50,Private+trip to office,43,0,50,sedan,F,injection,regular,5,A,17,Collective garage
0.73,283,3,Male,Alone,CSP50,Private,42,0,54,sedan,I,injection,regular,6,M1,11,None
0.833,148,1,Female,Other,CSP50,Private+trip to office,31,0,85,microvan,J,injection,regular,6,M1,15,Collective garage
0.086,70,8,Female,Other,CSP50,Private+trip to office,31,0,85,sedan,H,injection overpowered,diesel,5,B,4,None
0.616,387,1,Male,Other,CSP42,Professional,50,0,52,cabriolet,F,injection overpowered,regular,1,A,18,Collective garage
0.249,496,5,Male,Other,CSP1,Professional,60,0,55,coupe,S,injection,regular,9,H,12,Collective garage
0.916,93,3,Male,Other,CSP42,Private,59,0,100,cabriolet,V,injection,regular,9,H,4,Private garage
0.774,174,11,Female,Alone,CSP50,Professional,34,0,50,sedan,F,carburation,regular,5,B,12,Collective garage
0.916,308,2,Male,Other,CSP46,Private,45,0,50,microvan,P,direct injection overpowered,diesel,6,H,11,Private garage
0.666,718,2,Male,Other,CSP60,Private,81,1,50,sedan,I,injection,regular,6,M1,16,Collective garage
0.509,108,5,Male,Other,CSP26,Private+trip to office,27,0,60,sedan,F,injection,regular,6,B,20,None
0.162,232,5,Female,Other,CSP50,Private+trip to office,50,0,50,sedan,E,injection,diesel,3,B,20,None
0.583,186,8,Male,Alone,CSP50,Private+trip to office,35,0,85,sedan,J,injection,regular,8,M1,13,None
0.916,369,1,Female,Other,CSP37,Private,49,0,50,sedan,L,injection,regular,5,B,7,None
0.177,336,0,Male,Other,CSP46,Professional,50,0,50,sedan,J,injection,regular,6,M1,2,Collective garage
0.853,360,0,Male,Other,CSP50,Private+trip to office,49,0,50,sport utility vehicle,N,injection,regular,6,0,6,None
0.416,178,5,Male,Other,CSP46,Private,49,1,54,sedan,K,injection,regular,7,M1,20,Collective garage
0.833,123,5,Female,Alone,CSP50,Private+trip to office,38,1,100,sedan,G,injection,diesel,4,B,17,None
0.916,130,5,Female,Alone,CSP55,Private+trip to office,34,0,90,sedan,H,injection,diesel,3,M1,15,None
0.916,654,3,Male,Other,CSP66,Private+trip to office,74,0,50,coupe,OTHER,injection,regular,9,H,8,Private garage
1.0,351,2,Female,Alone,CSP1,Professional,48,0,50,sedan,C,injection,regular,2,B,11,None
0.749,348,8,Male,Other,CSP60,Private,70,0,50,sedan,K,injection,diesel,5,M2,12,None
0.833,453,0,Male,Other,CSP60,Private,58,0,50,sedan,P,direct injection overpowered,diesel,9,M2,3,Private garage
